,model,parameters,accuracy
0,NearestNeighbor,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': 1, 'n_neighbors': 11, 'p': 2, 'weights': 'distance'}",0.8258948863636364
