CACode,VaCode,Estimate,ASE,Flag
C08C,V17M,7.2,0.1,
C08C,V18A,8,1.8,
C08C,V18B,18.7,2.3,
C08C,V18C,46.2,2.9,
C08C,V18D,27.1,2.5,
C08C,V18M,7.2,0.1,
C08C,V19A,8,1.8,
C08C,V19B,24.8,2.6,
C08C,V19C,50.6,3,
C08C,V19D,16.5,2.2,
C08C,V19M,7,0.1,
C08C,V20A,10.4,1.5,
C08C,V20B,21.3,2,
C08C,V20C,48.8,2.6,
C08C,V20D,19.5,1.9,
C08C,V20M,7,0.1,
C08C,V21A,39.3,2.7,
C08C,V21B,38.9,2.6,
C08C,V21C,19.4,2.2,
C08C,V21D,2.4,0.8,*
C08C,V21M,4.8,0.1,
C08C,V22A,24.6,2.4,
C08C,V22B,34.3,2.8,
C08C,V22C,35.2,2.6,
C08C,V22D,5.9,1.3,
C08C,V22M,5.6,0.1,
C08C,V23A,4.7,1.2,
C08C,V23B,9.6,1.5,
C08C,V23C,37.3,2.7,
C08C,V23D,48.5,3,
C08C,V23M,8.1,0.1,
C08C,V24A,89.7,1.6,
C08C,V25A,88.5,1.8,
C08C,V26A,91.6,1.5,
C08C,V27A,56.4,2.9,
C08C,V28A,87.9,1.8,
C08C,V29A,87.1,1.9,
C08C,V30A,88.2,1.9,
C09A,V00T,65.6,1.3,
C09A,V01A,15.6,1.1,
C09A,V01B,17.1,1.3,
C09A,V01C,32.5,1.5,
C09A,V01D,17.1,1.4,
C09A,V01E,17.6,1.3,
C09A,V01M,7.9,0.1,
C09A,V02A,11.4,1,
C09A,V02B,16,1.2,
C09A,V02C,29.3,1.3,
C09A,V02D,19.1,1.2,
C09A,V02E,24.1,1.4,
C09A,V02M,8.2,0.1,
C09A,V03A,15.4,1.1,
C09A,V03B,17.2,1.1,
C09A,V03C,32,1.6,
C09A,V03D,17.8,1.2,
C09A,V03E,17.6,1.2,
C09A,V03M,7.9,0,
C09A,V04A,6.4,0.9,
C09A,V04B,23.2,1.6,
C09A,V04C,48.1,1.7,
C09A,V04D,22.2,1.2,
C09A,V05A,16.9,1.2,
C09A,V05B,40.3,1.6,
C09A,V05C,29.1,1.6,
C09A,V05D,13.7,1.2,
C09A,V06A,63,1.5,
C09A,V07A,87.9,1.1,
C09A,V08A,52.4,2.3,
C09A,V09A,71.7,1.5,
C09A,V10A,15,1.2,
C09A,V11A,82.8,1.3,
C09A,V11B,6.3,0.8,
C09A,V11C,4.8,0.8,
C09A,V11D,2.3,0.6,
C09A,V11E,3.7,0.6,
C09A,V11M,3.2,0.1,
C09A,V12A,62.1,1.7,
C09A,V13A,79.5,1.4,
C09A,V14A,73.8,1.6,
C09A,V15A,77.9,1.4,
C09A,V16A,64.8,1.5,
C09A,V16B,21.3,1.4,
C09A,V16C,11,1,
C09A,V16D,2.9,0.6,
C09A,V17A,7.4,0.9,
C09A,V17B,22.9,1.6,
C09A,V17C,54.5,1.7,
C09A,V17D,15.1,1.1,
C09A,V17M,7,0.1,
C09A,V18A,11.4,1,
C09A,V18B,21.7,1.3,
C09A,V18C,43.3,1.6,
C09A,V18D,23.6,1.5,
C09A,V18M,7,0.1,
C09A,V19A,8.6,0.9,
C09A,V19B,24.5,1.6,
C09A,V19C,48.1,1.6,
C09A,V19D,18.9,1.4,
C09A,V19M,7,0.1,
C09A,V20A,12,1,
C09A,V20B,22.4,1.4,
C09A,V20C,43.9,1.5,
C09A,V20D,21.7,1.4,
C09A,V20M,6.9,0.1,
C09A,V21A,38.2,1.5,
C09A,V21B,37.7,1.6,
C09A,V21C,20.1,1.3,
C09A,V21D,4,0.7,
C09A,V21M,4.9,0.1,
C09A,V22A,24.3,1.3,
C09A,V22B,35.2,1.4,
C09A,V22C,32.7,1.5,
C09A,V22D,7.8,0.9,
C09A,V22M,5.7,0.1,
C09A,V23A,5.3,0.8,
C09A,V23B,10.4,1,
C09A,V23C,37,1.5,
C09A,V23D,47.3,1.6,
C09A,V23M,8,0.1,
C09A,V24A,87.8,1.1,
C09A,V25A,84.7,1.1,
C09A,V26A,88.8,1,
C09A,V27A,52.9,1.7,
C09A,V28A,83.4,1.1,
C09A,V29A,83.1,1.2,
C09A,V30A,86,1.1,
C09B,V00T,34.4,1.3,
C09B,V01A,25.1,1.4,
C09B,V01B,22.5,2,
C09B,V01C,26.1,1.9,
C09B,V01D,10.7,1.4,
C09B,V01E,15.6,2,
C09B,V01M,7.4,0.1,
C09B,V02A,18.8,1.6,
C09B,V02B,18.1,1.6,
C09B,V02C,26.2,2.2,
C09B,V02D,15.2,1.8,
C09B,V02E,21.8,2,
C09B,V02M,7.8,0.1,
C09B,V03A,21.2,1.8,
C09B,V03B,19.1,1.5,
C09B,V03C,29.2,2,
C09B,V03D,12.6,1.4,
C09B,V03E,17.9,1.9,
C09B,V03M,7.6,0.1,
C09B,V04A,16.9,1.9,
C09B,V04B,34.5,2.3,
C09B,V04C,37.4,2.7,
C09B,V04D,11.2,1.8,
C09B,V05A,15.6,1.6,
C09B,V05B,36,2.5,
C09B,V05C,31.6,2.1,
C09B,V05D,16.8,1.8,
C09B,V06A,59.7,2,
C09B,V07A,84.5,1.5,
C09B,V08A,53.4,3.2,
C09B,V09A,72.1,2.5,
C09B,V10A,21.9,1.9,
C09B,V11A,75.7,2,
C09B,V11B,7.7,1.3,
C09B,V11C,7.3,1.2,
C09B,V11D,3.1,0.8,
C09B,V11E,6.2,1.4,
C09B,V11M,3.7,0.2,
C09B,V12A,56.8,3.1,
C09B,V13A,80.4,2.2,
C09B,V14A,73.5,2.3,
C09B,V15A,79.4,2.2,
C09B,V16A,53.9,2.2,
C09B,V16B,24.7,1.8,
C09B,V16C,17.1,1.8,
C09B,V16D,4.4,0.9,
C09B,V17A,14.1,1.5,
C09B,V17B,26.9,2.1,
C09B,V17C,43.8,2.2,
C09B,V17D,15.2,1.8,
C09B,V17M,6.5,0.1,
C09B,V18A,14.6,1.5,
C09B,V18B,26.5,1.7,
C09B,V18C,34.2,2.2,
C09B,V18D,24.7,2.1,
C09B,V18M,6.7,0.1,
C09B,V19A,10.6,1.4,
C09B,V19B,25.2,1.9,
C09B,V19C,41.4,2.2,
C09B,V19D,22.8,2.2,
C09B,V19M,7,0.1,
C09B,V20A,14,1.5,
C09B,V20B,22.2,1.8,
C09B,V20C,38.6,2.3,
C09B,V20D,25.1,2.4,
C09B,V20M,6.9,0.1,
C09B,V21A,41.2,2.4,
C09B,V21B,30.9,2.1,
C09B,V21C,21.5,2.3,
C09B,V21D,6.4,1.3,
C09B,V21M,4.9,0.1,
C09B,V22A,26.1,2.1,
C09B,V22B,31.1,2.3,
C09B,V22C,29.7,2,
C09B,V22D,13.1,1.7,
C09B,V22M,5.7,0.1,
C09B,V23A,8.7,1.3,
C09B,V23B,15.6,1.6,
C09B,V23C,34.5,2.5,
C09B,V23D,41.2,2.4,
C09B,V23M,7.6,0.1,
C09B,V24A,87.2,1.4,
C09B,V25A,84.8,1.5,
C09B,V26A,88.4,1.3,
C09B,V27A,58.6,2.2,
C09B,V28A,83.9,1.4,
C09B,V29A,82.1,1.7,
C09B,V30A,79.7,2.1,
C10A,V00T,28.5,1,
C10A,V01A,13.7,1.5,
C10A,V01B,16,1.8,
C10A,V01C,31.6,2.2,
C10A,V01D,17.3,2,
C10A,V01E,21.4,2,
C10A,V01M,8,0.1,
C10A,V02A,10.7,1.4,
C10A,V02B,15.7,1.8,
C10A,V02C,28.8,2.2,
C10A,V02D,17.8,1.6,
C10A,V02E,27,1.8,
C10A,V02M,8.2,0.1,
C10A,V03A,15.9,1.8,
C10A,V03B,17.4,1.7,
C10A,V03C,29.2,1.9,
C10A,V03D,17.5,1.8,
C10A,V03E,20.1,1.7,
C10A,V03M,7.9,0.1,
C10A,V04A,5.2,1.1,
C10A,V04B,21.8,1.7,
C10A,V04C,47.6,2.4,
C10A,V04D,25.4,2,
C10A,V05A,15.1,1.7,
C10A,V05B,39.3,2.4,
C10A,V05C,30.1,2.1,
C10A,V05D,15.5,1.9,
C10A,V06A,61.2,2.1,
C10A,V07A,85.4,1.6,
C10A,V08A,49.7,2.9,
C10A,V09A,69.5,2.2,
C10A,V10A,14.9,1.7,
C10A,V11A,82,1.9,
C10A,V11B,6.2,1.2,
C10A,V11C,4.9,0.9,
C10A,V11D,2.9,0.9,
C10A,V11E,4.1,1.1,
C10A,V11M,3.1,0.2,
C10A,V12A,63.3,2.1,
C10A,V13A,83.3,1.8,
C10A,V14A,70.8,2.1,
C10A,V15A,74.6,1.8,
C10A,V16A,70.2,2.1,
C10A,V16B,19,1.9,
C10A,V16C,8.8,1.1,
C10A,V16D,2.1,0.8,*
C10A,V17A,7.5,1.1,
C10A,V17B,22.3,1.9,
C10A,V17C,53.6,2,
C10A,V17D,16.6,1.6,
C10A,V17M,7,0.1,
C10A,V18A,12.2,1.5,
C10A,V18B,23.4,1.7,
C10A,V18C,39.5,2.1,
C10A,V18D,25,1.8,
C10A,V18M,7,0.1,
C10A,V19A,8.6,1.2,
C10A,V19B,25.9,2.1,
C10A,V19C,46.2,2.5,
C10A,V19D,19.3,1.9,
C10A,V19M,7,0.1,
C10A,V20A,12.9,1.4,
C10A,V20B,21.7,1.8,
C10A,V20C,42.2,1.9,
C10A,V20D,23.2,2,
C10A,V20M,6.9,0.1,
C10A,V21A,40.6,2.3,
C10A,V21B,35.6,2.5,
C10A,V21C,19.2,1.7,
C10A,V21D,4.6,1.1,
C10A,V21M,4.8,0.1,
C10A,V22A,26.8,1.9,
C10A,V22B,34.5,2.1,
C10A,V22C,29.6,2,
C10A,V22D,9.1,1.4,
C10A,V22M,5.6,0.1,
C10A,V23A,5.6,1,
C10A,V23B,11.1,1.4,
C10A,V23C,35,2.3,
C10A,V23D,48.3,2.2,
C10A,V23M,8,0.1,
C10A,V24A,88.3,1.4,
C10A,V25A,85.1,1.5,
C10A,V26A,88.6,1.3,
C10A,V27A,53.7,2.4,
C10A,V28A,83.4,1.6,
C10A,V29A,83.6,1.6,
C10A,V30A,86.3,1.7,
C10B,V00T,41.5,1.4,
C10B,V01A,16.1,1.8,
C10B,V01B,20.3,1.6,
C10B,V01C,32.3,2.2,
C10B,V01D,16.1,1.7,
C10B,V01E,15.2,1.7,
C10B,V01M,7.8,0.1,
C10B,V02A,12,1.5,
C10B,V02B,17,1.7,
C10B,V02C,29.6,2.1,
C10B,V02D,19.8,1.8,
C10B,V02E,21.6,1.9,
C10B,V02M,8.1,0.1,
C10B,V03A,13.9,1.4,
C10B,V03B,17.4,1.5,
C10B,V03C,34.4,2.3,
C10B,V03D,18.2,1.7,
C10B,V03E,16.1,1.7,
C10B,V03M,7.9,0.1,
C10B,V04A,9.4,1.3,
C10B,V04B,27.8,2.5,
C10B,V04C,45.4,2.6,
C10B,V04D,17.5,1.4,
C10B,V05A,18.2,1.9,
C10B,V05B,41.7,1.9,
C10B,V05C,28.6,2.2,
C10B,V05D,11.4,1.5,
C10B,V06A,64.3,2.1,
C10B,V07A,88.4,1.4,
C10B,V08A,54.7,3.1,
C10B,V09A,74.1,2,
C10B,V10A,16.7,1.7,
C10B,V11A,79.5,2.1,
C10B,V11B,7.1,1.2,
C10B,V11C,5.4,1.1,
C10B,V11D,3,0.7,
C10B,V11E,5,1,
C10B,V11M,3.5,0.2,
C10B,V12A,58.3,2.6,
C10B,V13A,77.7,1.8,
C10B,V14A,73.6,2.2,
C10B,V15A,80.6,1.8,
C10B,V16A,63.3,2.1,
C10B,V16B,21.9,1.8,
C10B,V16C,12.1,1.4,
C10B,V16D,2.7,0.8,
C10B,V17A,8.2,1.4,
C10B,V17B,23.7,2.3,
C10B,V17C,53.4,2.2,
C10B,V17D,14.7,1.6,
C10B,V17M,6.9,0.1,
C10B,V18A,10.7,1.4,
C10B,V18B,21.5,1.9,
C10B,V18C,42.6,2.3,
C10B,V18D,25.2,2.3,
C10B,V18M,7.1,0.1,
C10B,V19A,8.2,1.4,
C10B,V19B,23.4,2,
C10B,V19C,46.2,2.2,
C10B,V19D,22.3,1.8,
C10B,V19M,7.1,0.1,
C10B,V20A,11.3,1.3,
C10B,V20B,22.4,1.7,
C10B,V20C,43.4,2.3,
C10B,V20D,22.9,2,
C10B,V20M,7,0.1,
C10B,V21A,37,2.2,
C10B,V21B,36.7,2.1,
C10B,V21C,21.5,1.6,
C10B,V21D,4.8,0.8,
C10B,V21M,5,0.1,
C10B,V22A,22.1,2.3,
C10B,V22B,34.6,2.4,
C10B,V22C,32.7,2.4,
C10B,V22D,10.6,1.5,
C10B,V22M,5.9,0.1,
C10B,V23A,5.2,1,
C10B,V23B,11.5,1.5,
C10B,V23C,37.6,2.1,
C10B,V23D,45.8,2.1,
C10B,V23M,8,0.1,
C10B,V24A,87.8,1.6,
C10B,V25A,84.8,1.7,
C10B,V26A,89.6,1.4,
C10B,V27A,54.9,2.3,
C10B,V28A,85.5,1.5,
C10B,V29A,83,1.5,
C10B,V30A,83.4,1.8,
C10C,V00T,9.6,0.8,
C10C,V01A,30.9,3.7,
C10C,V01B,23.1,3.2,
C10C,V01C,25.7,3.6,
C10C,V01D,8.7,2.3,
C10C,V01E,11.6,2.5,
C10C,V01M,7.1,0.1,
C10C,V02A,20.7,3.5,
C10C,V02B,18.7,3.3,
C10C,V02C,24.8,3.3,
C10C,V02D,14.4,2.7,
C10C,V02E,21.4,3.2,
C10C,V02M,7.8,0.2,
C10C,V03A,27.6,3.3,
C10C,V03B,22.9,3.3,
C10C,V03C,26.3,3.3,
C10C,V03D,10.3,2.6,
C10C,V03E,12.9,3,
C10C,V03M,7.3,0.1,
C10C,V04A,23.9,3.2,
C10C,V04B,37.2,3.9,
C10C,V04C,32.4,3.7,
C10C,V04D,6.5,1.8,
C10C,V05A,13.7,2.4,
C10C,V05B,33.8,3.5,
C10C,V05C,34.4,3.3,
C10C,V05D,18,3,
C10C,V06A,54.8,3.3,
C10C,V07A,81.9,2.9,
C10C,V08A,44.9,5,
C10C,V09A,68.3,3.9,
C10C,V10A,24.3,3.3,
C10C,V11A,78.3,3.4,
C10C,V11B,7.7,2,
C10C,V11C,6.1,1.8,
C10C,V11D,2.5,1.4,**
C10C,V11E,5.4,1.7,*
C10C,V11M,3.7,0.3,
C10C,V12A,65.9,3.5,
C10C,V13A,78.1,3.6,
C10C,V14A,76.7,3.3,
C10C,V15A,79.2,3.5,
C10C,V16A,49.2,4.4,
C10C,V16B,27.7,3.9,
C10C,V16C,17,3,
C10C,V16D,6.1,1.7,
C10C,V17A,20.2,3.3,
C10C,V17B,32.8,3.4,
C10C,V17C,38.7,3.9,
C10C,V17D,8.2,2.1,
C10C,V17M,6,0.2,
C10C,V18A,18.3,3.1,
C10C,V18B,31.1,3.7,
C10C,V18C,36.6,4.5,
C10C,V18D,14,2.2,
C10C,V18M,6.1,0.2,
C10C,V19A,14.1,2.9,
C10C,V19B,29.1,3.8,
C10C,V19C,42.4,4.3,
C10C,V19D,14.4,2.5,
C10C,V19M,6.5,0.1,
C10C,V20A,19.2,3.2,
C10C,V20B,23.9,3.3,
C10C,V20C,40.1,3.9,
C10C,V20D,16.8,2.5,
C10C,V20M,6.4,0.2,
C10C,V21A,46.6,4.2,
C10C,V21B,33.2,3.6,
C10C,V21C,16.9,3.2,
C10C,V21D,3.3,1.2,*
C10C,V21M,4.4,0.2,
C10C,V22A,29.3,3.3,
C10C,V22B,36.7,3.7,
C10C,V22C,27.5,4.1,
C10C,V22D,6.4,1.5,
C10C,V22M,5.3,0.2,
C10C,V23A,13.2,3,
C10C,V23B,17.7,3.4,
C10C,V23C,36.8,3.7,
C10C,V23D,32.3,3.9,
C10C,V23M,7.1,0.2,
C10C,V24A,85.6,2.8,
C10C,V25A,83.6,2.7,
C10C,V26A,86.8,2.6,
C10C,V27A,59.5,3.4,
C10C,V28A,81.4,3.1,
C10C,V29A,82.8,3.1,
C10C,V30A,79.2,3.5,
C10D,V00T,20.3,1.1,
C10D,V01A,26.1,2.2,
C10D,V01B,18.6,2.2,
C10D,V01C,26.5,2,
C10D,V01D,11.8,1.8,
C10D,V01E,17.1,2,
C10D,V01M,7.4,0.1,
C10D,V02A,19.5,1.7,
C10D,V02B,16.6,1.7,
C10D,V02C,26.4,2.5,
C10D,V02D,14.9,2.1,
C10D,V02E,22.6,2.3,
C10D,V02M,7.8,0.1,
C10D,V03A,21.8,2.1,
C10D,V03B,17.5,1.8,
C10D,V03C,29,2.9,
C10D,V03D,12,1.6,
C10D,V03E,19.8,2.3,
C10D,V03M,7.6,0.1,
C10D,V04A,11.6,1.7,
C10D,V04B,28.6,2.5,
C10D,V04C,43.6,3.3,
C10D,V04D,16.1,2.3,
C10D,V05A,16.3,2,
C10D,V05B,34.4,2.8,
C10D,V05C,30.5,2.7,
C10D,V05D,18.8,2.1,
C10D,V06A,61.4,2.8,
C10D,V07A,87.4,1.7,
C10D,V08A,56.9,4,
C10D,V09A,71.6,2.5,
C10D,V10A,18.8,2.1,
C10D,V11A,81,2.4,
C10D,V11B,6.7,1.5,
C10D,V11C,7,1.8,
C10D,V11D,1.4,0.6,*
C10D,V11E,4,1.9,*
C10D,V11M,3.2,0.2,
C10D,V12A,57.1,2.9,
C10D,V13A,80,2.3,
C10D,V14A,76.5,2.7,
C10D,V15A,78.8,2.7,
C10D,V16A,49.3,2.8,
C10D,V16B,25.7,2.2,
C10D,V16C,19.4,2.5,
C10D,V16D,5.7,1.3,
C10D,V17A,10.8,1.6,
C10D,V17B,24.7,2.1,
C10D,V17C,47.4,2.7,
C10D,V17D,17.1,2.8,
C10D,V17M,6.8,0.1,
C10D,V18A,14.1,1.8,
C10D,V18B,23.4,2,
C10D,V18C,37.9,2.5,
C10D,V18D,24.6,2.9,
C10D,V18M,6.8,0.1,
C10D,V19A,10.1,1.6,
C10D,V19B,23.9,2,
C10D,V19C,46.1,3,
C10D,V19D,19.9,2.9,
C10D,V19M,6.9,0.1,
C10D,V20A,12.1,1.4,
C10D,V20B,22.5,2.3,
C10D,V20C,40.1,3,
C10D,V20D,25.3,2.8,
C10D,V20M,7,0.1,
C10D,V21A,38.3,2.6,
C10D,V21B,33.4,2.6,
C10D,V21C,22.6,2.5,
C10D,V21D,5.7,2.1,*
C10D,V21M,4.9,0.2,
C10D,V22A,26,1.9,
C10D,V22B,29.6,2.7,
C10D,V22C,34.6,2.6,
C10D,V22D,9.7,2.4,
C10D,V22M,5.7,0.1,
C10D,V23A,7.2,1.4,
C10D,V23B,12.9,1.8,
C10D,V23C,34.2,2.9,
C10D,V23D,45.7,3.2,
C10D,V23M,7.8,0.1,
C10D,V24A,86.5,1.6,
C10D,V25A,84.2,1.9,
C10D,V26A,87.1,1.6,
C10D,V27A,53.7,3,
C10D,V28A,80.4,1.9,
C10D,V29A,80.5,2.1,
C10D,V30A,83.5,2.3,
C11A,V00T,68.7,1.1,
C11A,V01A,19.5,1.2,
C11A,V01B,19.2,1.3,
C11A,V01C,30.3,1.5,
C11A,V01D,14.2,1.1,
C11A,V01E,16.9,1.1,
C11A,V01M,7.7,0.1,
C11A,V02A,14.2,1.1,
C11A,V02B,16.4,1.2,
C11A,V02C,28,1.4,
C11A,V02D,17.4,1.2,
C11A,V02E,24,1.3,
C11A,V02M,8.1,0,
C11A,V03A,19.3,1.1,
C11A,V03B,18.6,0.9,
C11A,V03C,30.3,1.5,
C11A,V03D,15.6,1.1,
C11A,V03E,16.2,1.1,
C11A,V03M,7.7,0,
C11A,V04A,10,1,
C11A,V04B,25.3,1.5,
C11A,V04C,44.8,1.8,
C11A,V04D,19.9,1.2,
C11A,V05A,15.5,1.2,
C11A,V05B,38.2,1.6,
C11A,V05C,30.5,1.5,
C11A,V05D,15.8,1.2,
C11A,V06A,60.2,1.3,
C11A,V07A,86.2,1.1,
C11A,V08A,50.6,2.3,
C11A,V09A,70.8,1.5,
C11A,V10A,16.5,1.3,
C11A,V11A,84.3,1.2,
C11A,V11B,6.1,0.8,
C11A,V11C,4.9,0.6,
C11A,V11D,2,0.5,
C11A,V11E,2.7,0.5,
C11A,V11M,3,0.1,
C11A,V12A,64.3,1.7,
C11A,V13A,79.8,1.4,
C11A,V14A,74,1.6,
C11A,V15A,78.5,1.2,
C11A,V16A,62.6,1.4,
C11A,V16B,21.9,1.2,
C11A,V16C,12.1,1,
C11A,V16D,3.5,0.6,
C11A,V17A,11.4,1,
C11A,V17B,26.5,1.6,
C11A,V17C,50.6,1.7,
C11A,V17D,11.5,1.1,
C11A,V17M,6.6,0.1,
C11A,V18A,14.8,1.2,
C11A,V18B,25.8,1.2,
C11A,V18C,38.6,1.5,
C11A,V18D,20.8,1.2,
C11A,V18M,6.7,0.1,
C11A,V19A,10.7,1,
C11A,V19B,28.1,1.3,
C11A,V19C,46.1,1.5,
C11A,V19D,15.2,1.2,
C11A,V19M,6.7,0.1,
C11A,V20A,14.7,1,
C11A,V20B,24.6,1.2,
C11A,V20C,42.1,1.5,
C11A,V20D,18.6,1.2,
C11A,V20M,6.7,0.1,
C11A,V21A,44,1.5,
C11A,V21B,37.2,1.6,
C11A,V21C,16.5,1.1,
C11A,V21D,2.3,0.5,
C11A,V21M,4.5,0.1,
C11A,V22A,28.7,1.5,
C11A,V22B,35.9,1.5,
C11A,V22C,29.7,1.4,
C11A,V22D,5.7,0.7,
C11A,V22M,5.4,0.1,
C11A,V23A,7.1,0.9,
C11A,V23B,12.6,1,
C11A,V23C,36.8,1.5,
C11A,V23D,43.4,1.3,
C11A,V23M,7.8,0.1,
C11A,V24A,87.2,1.1,
C11A,V25A,85.4,1,
C11A,V26A,88.4,0.9,
C11A,V27A,56.7,1.7,
C11A,V28A,82.5,1.1,
C11A,V29A,84.2,1.1,
C11A,V30A,87.4,1,
C11B,V00T,25,1,
C11B,V01A,18.1,2,
C11B,V01B,18.9,1.9,
C11B,V01C,30.6,2.4,
C11B,V01D,16.3,2.3,
C11B,V01E,16,2,
C11B,V01M,7.8,0.1,
C11B,V02A,13.1,1.8,
C11B,V02B,17.4,1.9,
C11B,V02C,30.2,2.6,
C11B,V02D,18.4,2.3,
C11B,V02E,20.9,2.5,
C11B,V02M,8.1,0.1,
C11B,V03A,13.8,1.7,
C11B,V03B,16.9,1.9,
C11B,V03C,33,2.2,
C11B,V03D,17.1,2.2,
C11B,V03E,19.1,2,
C11B,V03M,8,0.1,
C11B,V04A,10.7,1.7,
C11B,V04B,31.2,2.8,
C11B,V04C,42.9,2.7,
C11B,V04D,15.2,1.6,
C11B,V05A,15.6,2.4,
C11B,V05B,38.7,2.6,
C11B,V05C,31.5,2.5,
C11B,V05D,14.1,1.9,
C11B,V06A,62.8,2.6,
C11B,V07A,86.7,2,
C11B,V08A,54.2,3.5,
C11B,V09A,72.1,2.8,
C11B,V10A,18.8,2.2,
C11B,V11A,72.5,2.9,
C11B,V11B,8.7,1.6,
C11B,V11C,6.9,1.8,
C11B,V11D,3.9,1.1,
C11B,V11E,8,1.6,
C11B,V11M,4,0.2,
C11B,V12A,54.9,2.7,
C11B,V13A,78.5,2.5,
C11B,V14A,73.1,2.3,
C11B,V15A,77.5,2.4,
C11B,V16A,60.6,2.7,
C11B,V16B,23,2.4,
C11B,V16C,13,2,
C11B,V16D,3.4,1.1,*
C11B,V17A,6.2,1.1,
C11B,V17B,21.6,2.1,
C11B,V17C,52.8,2.7,
C11B,V17D,19.3,2,
C11B,V17M,7.1,0.1,
C11B,V18A,8.5,1.5,
C11B,V18B,19.3,2,
C11B,V18C,45.7,2.7,
C11B,V18D,26.4,2.6,
C11B,V18M,7.2,0.1,
C11B,V19A,6.9,1.3,
C11B,V19B,19,2,
C11B,V19C,46.9,2.5,
C11B,V19D,27.2,2.7,
C11B,V19M,7.4,0.1,
C11B,V20A,9.3,1.5,
C11B,V20B,19.1,2.1,
C11B,V20C,43.6,2.8,
C11B,V20D,27.9,2.8,
C11B,V20M,7.3,0.1,
C11B,V21A,31.7,2.8,
C11B,V21B,33.3,2.5,
C11B,V21C,27.6,2.2,
C11B,V21D,7.4,1.5,
C11B,V21M,5.3,0.1,
C11B,V22A,18.8,2.1,
C11B,V22B,31.6,2.6,
C11B,V22C,35.6,2.6,
C11B,V22D,14,2.1,
C11B,V22M,6.2,0.1,
C11B,V23A,6,1.2,
C11B,V23B,12.3,1.5,
C11B,V23C,36.1,2.5,
C11B,V23D,45.6,2.6,
C11B,V23M,7.9,0.1,
C11B,V24A,88.5,1.9,
C11B,V25A,83.5,2.2,
C11B,V26A,89,1.6,
C11B,V27A,51.1,2.8,
C11B,V28A,85.8,1.8,
C11B,V29A,79.6,2.1,
C11B,V30A,78.1,2.5,
C11C,V00T,6.3,0.8,
C11C,V01A,14.9,4.2,
C11C,V01B,17.7,5,
C11C,V01C,28.9,5.2,
C11C,V01D,16.6,5.1,*
C11C,V01E,21.9,5.8,
C11C,V01M,8,0.2,
C11C,V02A,15.4,4.2,
C11C,V02B,17.3,4.1,
C11C,V02C,24,5.6,
C11C,V02D,17.8,4.9,
C11C,V02E,25.5,6,
C11C,V02M,8,0.2,
C11C,V03A,10,3.6,*
C11C,V03B,14.8,4.2,
C11C,V03C,31.1,6,
C11C,V03D,16,4.2,
C11C,V03E,28.2,6.7,
C11C,V03M,8.3,0.2,
C11C,V04A,8.3,3.1,*
C11C,V04B,31.4,5.7,
C11C,V04C,46.1,6.8,
C11C,V04D,14.2,6,*
C11C,V05A,31.4,6.1,
C11C,V05B,45,7,
C11C,V05C,18.5,4.8,
C11C,V05D,5.1,2.7,**
C11C,V06A,76.8,5.4,
C11C,V07A,92.3,3,
C11C,V08A,65.6,7.3,
C11C,V09A,81.2,4.4,
C11C,V10A,21.2,4.5,
C11C,V11A,68.3,6,
C11C,V11B,6.3,3,*
C11C,V11C,9.3,3.9,*
C11C,V11D,4,2,**
C11C,V11E,12,5.6,*
C11C,V11M,4.1,0.5,
C11C,V12A,38.1,6.8,
C11C,V13A,86.6,3.8,
C11C,V14A,75.3,7.4,
C11C,V15A,83,6.1,
C11C,V16A,46.2,6.1,
C11C,V16B,25.8,4.4,
C11C,V16C,24.5,5.9,
C11C,V16D,3.5,2,**
C11C,V17A,5.3,3.3,**
C11C,V17B,11.9,3.6,*
C11C,V17C,45.2,6.3,
C11C,V17D,37.5,6.6,
C11C,V17M,7.8,0.3,
C11C,V18A,2.3,2.2,**
C11C,V18B,11.3,4.2,*
C11C,V18C,35.1,6,
C11C,V18D,51.3,7.1,
C11C,V18M,8.3,0.2,
C11C,V19A,2.1,1.4,**
C11C,V19B,10.7,3.7,*
C11C,V19C,38.1,6.4,
C11C,V19D,49.1,6.8,
C11C,V19M,8.2,0.2,
C11C,V20A,3.9,2.1,**
C11C,V20B,11.1,3.2,
C11C,V20C,35.2,6.4,
C11C,V20D,49.8,7,
C11C,V20M,8.2,0.2,
C11C,V21A,14.6,4.4,*
C11C,V21B,23.8,5.4,
C11C,V21C,39.2,6.1,
C11C,V21D,22.5,6.2,
C11C,V21M,6.8,0.3,
C11C,V22A,5.2,2.7,**
C11C,V22B,17.7,5.3,
C11C,V22C,38.8,6.3,
C11C,V22D,38.2,6.8,
C11C,V22M,7.7,0.3,
C11C,V23A,1.3,1.2,**
C11C,V23B,7.9,3.6,*
C11C,V23C,27.8,5.9,
C11C,V23D,63,6.5,
C11C,V23M,8.7,0.2,
C11C,V24A,86.1,3.7,
C11C,V25A,80.5,4.2,
C11C,V26A,88.4,3.9,
C11C,V27A,48.5,6.5,
C11C,V28A,84.4,4.3,
C11C,V29A,78.2,5.8,
C11C,V30A,67.7,6.5,
C12A,V00T,69.8,1.4,
C12A,V01A,17.9,1.1,
C12A,V01B,18.7,1.2,
C12A,V01C,31.2,1.3,
C12A,V01D,16,1.2,
C12A,V01E,16.2,1,
C12A,V01M,7.7,0.1,
C12A,V02A,12.8,0.9,
C12A,V02B,16.3,1.1,
