CACode,VaCode,Estimate,ASE,Flag
C03E,V16B,19.2,2.6,
C03E,V16C,10.3,2,
C03E,V16D,3.2,1.2,*
C03E,V17A,8.8,1.8,
C03E,V17B,25.1,3,
C03E,V17C,53.1,3.3,
C03E,V17D,13.1,2,
C03E,V17M,6.8,0.1,
C03E,V18A,14.9,2.5,
C03E,V18B,24.8,2.7,
C03E,V18C,40.5,3.1,
C03E,V18D,19.7,2.5,
C03E,V18M,6.6,0.2,
C03E,V19A,12.3,2.3,
C03E,V19B,27.3,2.8,
C03E,V19C,44.8,3,
C03E,V19D,15.5,2.4,
C03E,V19M,6.7,0.1,
C03E,V20A,16.4,2.2,
C03E,V20B,26.2,2.9,
C03E,V20C,42,2.9,
C03E,V20D,15.5,2,
C03E,V20M,6.5,0.1,
C03E,V21A,42.2,2.9,
C03E,V21B,39.4,3.4,
C03E,V21C,15.2,2.3,
C03E,V21D,3.2,1.2,*
C03E,V21M,4.6,0.1,
C03E,V22A,31.1,2.6,
C03E,V22B,36.1,3,
C03E,V22C,27.4,2.9,
C03E,V22D,5.4,1.3,
C03E,V22M,5.2,0.1,
C03E,V23A,8.2,1.7,
C03E,V23B,14,2.1,
C03E,V23C,38,3.4,
C03E,V23D,39.8,3.2,
C03E,V23M,7.6,0.1,
C03E,V24A,86.6,2.2,
C03E,V25A,84.4,2.2,
C03E,V26A,88.1,2.1,
C03E,V27A,51.9,3.2,
C03E,V28A,81.9,2.5,
C03E,V29A,82.3,2.6,
C03E,V30A,84.7,2.1,
C03F,V00T,11.1,0,B
C03F,V01A,17.6,2.6,
C03F,V01B,12.4,2.2,
C03F,V01C,27.5,2.7,
C03F,V01D,18.6,2.9,
C03F,V01E,23.9,2.9,
C03F,V01M,7.9,0.1,
C03F,V02A,10.9,2,
C03F,V02B,12.5,2.5,
C03F,V02C,24.9,3,
C03F,V02D,18.4,2.4,
C03F,V02E,33.3,3.3,
C03F,V02M,8.4,0.1,
C03F,V03A,15.1,2.2,
C03F,V03B,13.5,2.1,
C03F,V03C,28.1,2.7,
C03F,V03D,19.3,3,
C03F,V03E,24,2.9,
C03F,V03M,8.1,0.1,
C03F,V04A,8.2,1.9,
C03F,V04B,23.8,2.6,
C03F,V04C,48,3.5,
C03F,V04D,20,2.8,
C03F,V05A,11.6,2.3,
C03F,V05B,36.3,3.1,
C03F,V05C,32.1,3.4,
C03F,V05D,20,3,
C03F,V06A,59.3,3.1,
C03F,V07A,85.9,2.3,
C03F,V08A,47,4.9,
C03F,V09A,64.7,3.9,
C03F,V10A,7.7,1.8,
C03F,V11A,84.7,2.3,
C03F,V11B,4.3,1.2,
C03F,V11C,6,1.7,
C03F,V11D,1.6,0.7,*
C03F,V11E,3.3,1.3,*
C03F,V11M,2.8,0.2,
C03F,V12A,68.5,3,
C03F,V13A,80.4,2.3,
C03F,V14A,73.8,2.9,
C03F,V15A,70,3,
C03F,V16A,73.3,2.5,
C03F,V16B,16.3,2.1,
C03F,V16C,8.1,1.4,
C03F,V16D,2.3,0.9,*
C03F,V17A,8.5,1.8,
C03F,V17B,21.7,2.8,
C03F,V17C,53.8,3.2,
C03F,V17D,16,2.4,
C03F,V17M,7,0.1,
C03F,V18A,14.7,2.3,
C03F,V18B,20.2,2.6,
C03F,V18C,41.6,3.2,
C03F,V18D,23.5,2.6,
C03F,V18M,6.9,0.1,
C03F,V19A,8.7,1.8,
C03F,V19B,26.9,2.7,
C03F,V19C,44.4,3,
C03F,V19D,20,2.7,
C03F,V19M,6.9,0.1,
C03F,V20A,13.3,2.3,
C03F,V20B,22.3,2.8,
C03F,V20C,42.1,3.5,
C03F,V20D,22.4,2.7,
C03F,V20M,6.9,0.1,
C03F,V21A,39.9,3.4,
C03F,V21B,34.8,3.2,
C03F,V21C,21,2.5,
C03F,V21D,4.3,1.5,*
C03F,V21M,4.9,0.2,
C03F,V22A,28.9,2.9,
C03F,V22B,34,3.1,
C03F,V22C,28.8,3.1,
C03F,V22D,8.3,2.1,
C03F,V22M,5.5,0.2,
C03F,V23A,5.6,1.7,
C03F,V23B,11.3,2.1,
C03F,V23C,34.7,3.2,
C03F,V23D,48.3,3.1,
C03F,V23M,8,0.1,
C03F,V24A,88.9,1.9,
C03F,V25A,83,2.4,
C03F,V26A,87,2,
C03F,V27A,48.6,2.8,
C03F,V28A,80.2,2.6,
C03F,V29A,80.9,2.6,
C03F,V30A,88.7,2.2,
C03G,V00T,7.3,0,B
C03G,V01A,15.4,3.3,
C03G,V01B,11.3,2.3,
C03G,V01C,24,3.3,
C03G,V01D,18,4,
C03G,V01E,31.3,3.9,
C03G,V01M,8.2,0.2,
C03G,V02A,13.9,2.7,
C03G,V02B,12.9,2.5,
C03G,V02C,22.9,3.2,
C03G,V02D,15.6,3.4,
C03G,V02E,34.6,4.1,
C03G,V02M,8.3,0.1,
C03G,V03A,12,3.1,
C03G,V03B,11,2.3,
C03G,V03C,28,4.1,
C03G,V03D,16.3,3.2,
C03G,V03E,32.8,4.4,
C03G,V03M,8.4,0.2,
C03G,V04A,4.9,1.7,*
C03G,V04B,25.6,3.8,
C03G,V04C,54,3.8,
C03G,V04D,15.4,2.8,
C03G,V05A,8.9,2.5,
C03G,V05B,28.3,3.9,
C03G,V05C,37.3,4.5,
C03G,V05D,25.5,3.8,
C03G,V06A,53.6,5.1,
C03G,V07A,86.9,3,
C03G,V08A,48.9,7.3,
C03G,V09A,55.4,5,
C03G,V10A,5,1.5,*
C03G,V11A,84.4,2.6,
C03G,V11B,5.2,1.7,*
C03G,V11C,5.2,2,*
C03G,V11D,1.9,1.1,**
C03G,V11E,3.3,1.7,**
C03G,V11M,2.7,0.2,
C03G,V12A,66.2,4.1,
C03G,V13A,77.5,3.9,
C03G,V14A,74.2,3.7,
C03G,V15A,65.7,3.7,
C03G,V16A,71.6,3.9,
C03G,V16B,16.1,2.6,
C03G,V16C,10.2,2.8,
C03G,V16D,2.1,1,*
C03G,V17A,3.9,1.4,*
C03G,V17B,22.1,3.3,
C03G,V17C,51.8,4,
C03G,V17D,22.2,3,
C03G,V17M,7.3,0.1,
C03G,V18A,10.9,2.8,
C03G,V18B,25.2,3.2,
C03G,V18C,36.7,4.6,
C03G,V18D,27.1,3.8,
C03G,V18M,7,0.2,
C03G,V19A,7.9,2.3,
C03G,V19B,22.1,3.4,
C03G,V19C,46.2,3.7,
C03G,V19D,23.8,3.4,
C03G,V19M,7.2,0.2,
C03G,V20A,10.3,2.6,
C03G,V20B,16.4,2.9,
C03G,V20C,39.8,3.5,
C03G,V20D,33.5,3.7,
C03G,V20M,7.4,0.2,
C03G,V21A,34.4,3.7,
C03G,V21B,36.9,4.4,
C03G,V21C,24.5,4,
C03G,V21D,4.1,2.1,**
C03G,V21M,5,0.2,
C03G,V22A,23.9,3.3,
C03G,V22B,36,3.4,
C03G,V22C,31.3,3.7,
C03G,V22D,8.8,2.3,
C03G,V22M,5.7,0.2,
C03G,V23A,3.6,1.6,*
C03G,V23B,8.1,2.3,
C03G,V23C,29.8,3.6,
C03G,V23D,58.5,3.6,
C03G,V23M,8.4,0.1,
C03G,V24A,89,2.8,
C03G,V25A,80,3.5,
C03G,V26A,86.2,2.8,
C03G,V27A,42.8,3.8,
C03G,V28A,76.2,3.6,
C03G,V29A,79,3.2,
C03G,V30A,91.8,2.7,
C04A,V00T,48.8,0,B
C04A,V01A,19.1,1.4,
C04A,V01B,19.2,1.6,
C04A,V01C,31.1,1.7,
C04A,V01D,13.7,1.4,
C04A,V01E,16.8,1.5,
C04A,V01M,7.7,0.1,
C04A,V02A,15.4,1.3,
C04A,V02B,17.7,1.3,
C04A,V02C,29.7,2,
C04A,V02D,16,1.5,
C04A,V02E,21.2,1.7,
C04A,V02M,8,0.1,
C04A,V03A,17.2,1.4,
C04A,V03B,18.5,1.5,
C04A,V03C,32,1.9,
C04A,V03D,15.7,1.2,
C04A,V03E,16.6,1.4,
C04A,V03M,7.8,0.1,
C04A,V04A,9.2,1.2,
C04A,V04B,25.7,2.1,
C04A,V04C,45.4,2.3,
C04A,V04D,19.7,1.5,
C04A,V05A,17.4,1.4,
C04A,V05B,38.5,2,
C04A,V05C,30.1,1.8,
C04A,V05D,14,1.3,
C04A,V06A,77.7,1.6,
C04A,V07A,93.2,0.9,
C04A,V08A,68.9,2.3,
C04A,V09A,74.2,1.7,
C04A,V10A,14.7,1.3,
C04A,V11A,81.5,1.7,
C04A,V11B,6.3,1,
C04A,V11C,5.4,0.9,
C04A,V11D,2.2,0.6,
C04A,V11E,4.6,1.1,
C04A,V11M,3.2,0.1,
C04A,V12A,55.6,2.2,
C04A,V13A,73.9,1.7,
C04A,V14A,73.9,1.9,
C04A,V15A,75.9,1.7,
C04A,V16A,66.5,2,
C04A,V16B,19.5,1.6,
C04A,V16C,11,1.3,
C04A,V16D,2.9,0.6,
C04A,V17A,9.5,1.4,
C04A,V17B,22.6,1.7,
C04A,V17C,51.5,1.8,
C04A,V17D,16.5,1.6,
C04A,V17M,6.9,0.1,
C04A,V18A,11.3,1.2,
C04A,V18B,21.8,1.5,
C04A,V18C,40.2,2,
C04A,V18D,26.7,1.9,
C04A,V18M,7,0.1,
C04A,V19A,9.4,1.3,
C04A,V19B,23.9,1.6,
C04A,V19C,45,2,
C04A,V19D,21.7,1.8,
C04A,V19M,7,0.1,
C04A,V20A,10.1,1,
C04A,V20B,20,1.5,
C04A,V20C,43.4,2.1,
C04A,V20D,26.4,1.9,
C04A,V20M,7.2,0.1,
C04A,V21A,37.9,1.7,
C04A,V21B,35.4,1.8,
C04A,V21C,21.6,1.5,
C04A,V21D,5.2,1,
C04A,V21M,4.9,0.1,
C04A,V22A,27.4,1.9,
C04A,V22B,32.5,1.8,
C04A,V22C,30.3,1.9,
C04A,V22D,9.8,1.3,
C04A,V22M,5.6,0.1,
C04A,V23A,7.4,1,
C04A,V23B,13.5,1.2,
C04A,V23C,35.9,2,
C04A,V23D,43.2,2.1,
C04A,V23M,7.8,0.1,
C04A,V24A,87.8,1.2,
C04A,V25A,84.6,1.2,
C04A,V26A,88.7,1,
C04A,V27A,55.4,1.9,
C04A,V28A,83.9,1.3,
C04A,V29A,82.6,1.4,
C04A,V30A,83.6,1.6,
C04B,V00T,51.2,0,B
C04B,V01A,18.6,1.3,
C04B,V01B,18.8,1.5,
C04B,V01C,29.5,1.4,
C04B,V01D,16,1.3,
C04B,V01E,17.1,1.4,
C04B,V01M,7.7,0.1,
C04B,V02A,12.7,1.1,
C04B,V02B,15.7,1.4,
C04B,V02C,26.8,1.6,
C04B,V02D,19.4,1.5,
C04B,V02E,25.4,1.6,
C04B,V02M,8.2,0.1,
C04B,V03A,17.5,1.2,
C04B,V03B,17.4,1.2,
C04B,V03C,30.1,1.7,
C04B,V03D,16.3,1.4,
C04B,V03E,18.7,1.3,
C04B,V03M,7.8,0.1,
C04B,V04A,10.8,1.1,
C04B,V04B,28.5,1.8,
C04B,V04C,43.5,1.9,
C04B,V04D,17.2,1.3,
C04B,V05A,15.6,1.3,
C04B,V05B,39,1.8,
C04B,V05C,29.9,1.7,
C04B,V05D,15.5,1.5,
C04B,V06A,45.6,1.9,
C04B,V07A,80.5,1.4,
C04B,V08A,36.8,2.9,
C04B,V09A,69.5,2,
C04B,V10A,19.9,1.6,
C04B,V11A,79.3,1.4,
C04B,V11B,7.2,0.9,
C04B,V11C,6,0.9,
C04B,V11D,2.9,0.6,
C04B,V11E,4.5,0.8,
C04B,V11M,3.5,0.1,
C04B,V12A,64.6,1.9,
C04B,V13A,85.4,1.5,
C04B,V14A,73.5,1.6,
C04B,V15A,80.8,1.5,
C04B,V16A,55.8,1.7,
C04B,V16B,25.2,1.6,
C04B,V16C,15.1,1.2,
C04B,V16D,4,0.6,
C04B,V17A,10,0.9,
C04B,V17B,26.1,1.8,
C04B,V17C,50.2,1.9,
C04B,V17D,13.8,1.3,
C04B,V17M,6.7,0.1,
C04B,V18A,13.8,1.1,
C04B,V18B,24.8,1.4,
C04B,V18C,40.1,1.4,
C04B,V18D,21.3,1.6,
C04B,V18M,6.7,0.1,
C04B,V19A,9.1,1,
C04B,V19B,25.6,1.6,
C04B,V19C,46.6,1.7,
C04B,V19D,18.7,1.5,
C04B,V19M,6.9,0.1,
C04B,V20A,15.2,1.2,
C04B,V20B,24.6,1.5,
C04B,V20C,40.7,1.8,
C04B,V20D,19.5,1.5,
C04B,V20M,6.6,0.1,
C04B,V21A,40.5,1.8,
C04B,V21B,35.4,1.8,
C04B,V21C,19.7,1.4,
C04B,V21D,4.4,0.7,
C04B,V21M,4.8,0.1,
C04B,V22A,22.6,1.6,
C04B,V22B,35,1.6,
C04B,V22C,33,1.5,
C04B,V22D,9.4,1.1,
C04B,V22M,5.8,0.1,
C04B,V23A,5.7,0.8,
C04B,V23B,11,0.9,
C04B,V23C,36.3,1.8,
C04B,V23D,47.1,1.9,
C04B,V23M,8,0.1,
C04B,V24A,87.2,1.3,
C04B,V25A,84.7,1.3,
C04B,V26A,88.4,1.1,
C04B,V27A,54.2,1.9,
C04B,V28A,83.1,1.2,
C04B,V29A,82.7,1.4,
C04B,V30A,84,1.3,
C05A,V00T,68.4,1.1,
C05A,V01A,16.2,1.1,
C05A,V01B,20.6,1.3,
C05A,V01C,32.6,1.3,
C05A,V01D,15.4,1.3,
C05A,V01E,15.3,1.2,
C05A,V01M,7.8,0.1,
C05A,V02A,11.9,1,
C05A,V02B,16.8,1.1,
C05A,V02C,30.1,1.6,
C05A,V02D,18.8,1.4,
C05A,V02E,22.4,1.4,
C05A,V02M,8.1,0.1,
C05A,V03A,16.7,1,
C05A,V03B,19.1,1.1,
C05A,V03C,32.1,1.5,
C05A,V03D,16.4,1.1,
C05A,V03E,15.8,1.2,
C05A,V03M,7.8,0.1,
C05A,V04A,6.8,0.8,
C05A,V04B,25.9,1.7,
C05A,V04C,46.1,2,
C05A,V04D,21.2,1.3,
C05A,V05A,18.6,1.3,
C05A,V05B,41.7,1.6,
C05A,V05C,29,1.4,
C05A,V05D,10.7,1,
C05A,V06A,64.8,1.5,
C05A,V07A,88.5,1.1,
C05A,V08A,54.8,2,
C05A,V09A,73.5,1.4,
C05A,V10A,18.6,1.3,
C05A,V11A,80.6,1.6,
C05A,V11B,7.2,0.9,
C05A,V11C,5.3,0.8,
C05A,V11D,2.5,0.5,
C05A,V11E,4.4,0.9,
C05A,V11M,3.3,0.1,
C05A,V12A,60.4,1.8,
C05A,V13A,81.2,1.3,
C05A,V14A,74.1,1.6,
C05A,V15A,81,1.5,
C05A,V16A,62,1.5,
C05A,V16B,22.7,1.2,
C05A,V16C,12.4,1.2,
C05A,V16D,2.8,0.5,
C05A,V17A,8.5,0.9,
C05A,V17B,23.6,1.5,
C05A,V17C,52.8,1.6,
C05A,V17D,15.1,1.3,
C05A,V17M,6.9,0.1,
C05A,V18A,12.2,1.1,
C05A,V18B,22.7,1.3,
C05A,V18C,41.1,1.6,
C05A,V18D,23.9,1.6,
C05A,V18M,6.9,0.1,
C05A,V19A,8.7,0.9,
C05A,V19B,25,1.4,
C05A,V19C,47.1,1.6,
C05A,V19D,19.2,1.6,
C05A,V19M,7,0.1,
C05A,V20A,12,1,
C05A,V20B,23.2,1.3,
C05A,V20C,43.3,1.5,
C05A,V20D,21.5,1.6,
C05A,V20M,6.9,0.1,
C05A,V21A,39.8,1.7,
C05A,V21B,35.6,1.6,
C05A,V21C,20.4,1.3,
C05A,V21D,4.2,0.8,
C05A,V21M,4.8,0.1,
C05A,V22A,24.8,1.6,
C05A,V22B,34.2,1.5,
C05A,V22C,32,1.4,
C05A,V22D,9,1.1,
C05A,V22M,5.7,0.1,
C05A,V23A,5.8,0.8,
C05A,V23B,12,1,
C05A,V23C,36.9,1.6,
C05A,V23D,45.3,1.9,
C05A,V23M,7.9,0.1,
C05A,V24A,87.7,1.1,
C05A,V25A,86.3,1,
C05A,V26A,89.3,1,
C05A,V27A,57.4,1.7,
C05A,V28A,84.8,1.1,
C05A,V29A,84.2,1.2,
C05A,V30A,84.2,1.2,
C05B,V00T,3.7,0.5,
C05B,V01A,30.9,6.6,
C05B,V01B,21.5,6.1,
C05B,V01C,25.8,7.8,*
C05B,V01D,10.4,4.5,*
C05B,V01E,11.4,3.9,*
C05B,V01M,7.1,0.2,
C05B,V02A,28.8,7.5,
C05B,V02B,20.5,5.8,
C05B,V02C,23.4,6.3,
C05B,V02D,13.1,4.8,*
C05B,V02E,14.2,5.1,*
C05B,V02M,7.4,0.3,
C05B,V03A,25.8,6.5,
C05B,V03B,19.4,6.6,*
C05B,V03C,35.1,6.6,
C05B,V03D,8.2,3.8,*
C05B,V03E,11.4,4.1,*
C05B,V03M,7.2,0.3,
C05B,V04A,36.7,7.6,
C05B,V04B,32.8,8.2,
C05B,V04C,26,6.8,
C05B,V04D,4.5,3,**
C05B,V05A,14.6,5.2,*
C05B,V05B,36.2,7.8,
C05B,V05C,35.3,7.8,
C05B,V05D,13.9,4.8,*
C05B,V06A,58,7.7,
C05B,V07A,85.2,5.6,
C05B,V08A,55.6,9.4,
C05B,V09A,72.4,7.7,
C05B,V10A,24.4,6,
C05B,V11A,82.4,5.9,
C05B,V11B,7.4,3.9,**
C05B,V11C,4,3.2,**
C05B,V11D,2.2,1.8,**
C05B,V11E,4.1,2.3,**
C05B,V11M,3.2,0.5,
C05B,V12A,49.6,8.3,
C05B,V13A,72.9,7.9,
C05B,V14A,69.9,7.6,
C05B,V15A,84.6,4.8,
C05B,V16A,47.1,7.7,
C05B,V16B,23.1,6.4,
C05B,V16C,22.3,6.8,*
C05B,V16D,7.6,3.8,**
C05B,V17A,18,5.6,*
C05B,V17B,27.9,7.3,
C05B,V17C,46.9,8.2,
C05B,V17D,7.2,3.9,**
C05B,V17M,6.3,0.3,
C05B,V18A,12.3,4.7,*
C05B,V18B,28.5,6.7,
C05B,V18C,36.9,8.2,
C05B,V18D,22.2,6.9,*
C05B,V18M,6.7,0.3,
C05B,V19A,13.5,4.8,*
C05B,V19B,21.8,6.3,
C05B,V19C,44.3,8.9,
C05B,V19D,20.3,5.7,
C05B,V19M,6.9,0.2,
C05B,V20A,15.3,5.6,*
C05B,V20B,20.7,5.9,
C05B,V20C,40.3,8,
C05B,V20D,23.7,6.6,
C05B,V20M,6.8,0.4,
C05B,V21A,41.9,7.7,
C05B,V21B,34.8,6.9,
C05B,V21C,19.3,6.5,*
C05B,V21D,4,2.1,**
C05B,V21M,4.8,0.3,
C05B,V22A,21.3,5.5,
C05B,V22B,36.7,7.3,
C05B,V22C,30.9,7.2,
C05B,V22D,11.1,4.7,*
C05B,V22M,5.8,0.3,
C05B,V23A,10.7,4.3,*
C05B,V23B,18.1,5.7,*
C05B,V23C,40.2,8.6,
C05B,V23D,30.9,7.2,
C05B,V23M,7.2,0.3,
C05B,V24A,83.3,6.9,
C05B,V25A,81.2,6.5,
C05B,V26A,87.4,5.8,
C05B,V27A,55,7.8,
C05B,V28A,82,6.5,
C05B,V29A,79.1,6.8,
C05B,V30A,79.4,6.2,
C05C,V00T,27.9,1,
C05C,V01A,23.7,1.7,
C05C,V01B,14.7,1.9,
C05C,V01C,25.4,1.9,
C05C,V01D,14.3,2,
C05C,V01E,21.8,2.1,
C05C,V01M,7.7,0.1,
C05C,V02A,16.8,1.7,
C05C,V02B,16,1.8,
C05C,V02C,24.6,1.7,
C05C,V02D,15.7,1.9,
C05C,V02E,26.9,1.8,
C05C,V02M,8,0.1,
C05C,V03A,17.8,1.7,
C05C,V03B,15,1.8,
C05C,V03C,27.9,2.2,
C05C,V03D,16.1,1.9,
C05C,V03E,23.2,1.8,
C05C,V03M,7.9,0.1,
C05C,V04A,14.6,1.6,
C05C,V04B,29.6,2.4,
C05C,V04C,42.6,2.3,
C05C,V04D,13.2,1.6,
C05C,V05A,11.7,1.8,
C05C,V05B,31.8,2.2,
C05C,V05C,31.8,2.4,
C05C,V05D,24.7,2.4,
C05C,V06A,54.4,2.7,
C05C,V07A,82.6,1.6,
C05C,V08A,46.5,3.6,
C05C,V09A,66.3,2.6,
C05C,V10A,13.5,1.6,
C05C,V11A,79.6,1.9,
C05C,V11B,5.8,1,
C05C,V11C,6.8,1.3,
C05C,V11D,2.8,0.9,*
C05C,V11E,5,1,
C05C,V11M,3.4,0.2,
C05C,V12A,61.5,2.6,
C05C,V13A,77.8,1.8,
C05C,V14A,73.6,2.1,
C05C,V15A,71.6,2.2,
C05C,V16A,60.5,2.3,
C05C,V16B,21.5,1.8,
C05C,V16C,13.5,1.6,
C05C,V16D,4.5,1,
C05C,V17A,11.5,1.6,
C05C,V17B,25.7,2.4,
C05C,V17C,46.7,2.4,
C05C,V17D,16.2,1.8,
C05C,V17M,6.8,0.1,
C05C,V18A,13.4,1.6,
C05C,V18B,24.3,1.8,
C05C,V18C,38.2,2.1,
C05C,V18D,24.1,2.1,
C05C,V18M,6.8,0.1,
C05C,V19A,9.8,1.4,
C05C,V19B,24.6,2,
C05C,V19C,42.9,2.2,
C05C,V19D,22.7,1.9,
C05C,V19M,7,0.1,
C05C,V20A,14,1.6,
C05C,V20B,20.4,1.6,
C05C,V20C,39.3,2.3,
C05C,V20D,26.3,2.2,
C05C,V20M,6.9,0.1,
C05C,V21A,37.3,2.4,
C05C,V21B,35,2.3,
C05C,V21C,21.4,2,
C05C,V21D,6.3,1.3,
C05C,V21M,5,0.1,
C05C,V22A,25.6,2.1,
C05C,V22B,32.5,1.8,
C05C,V22C,31,2.1,
C05C,V22D,10.9,1.6,
C05C,V22M,5.7,0.1,
C05C,V23A,7.6,1.2,
C05C,V23B,11.9,1.5,
C05C,V23C,33.7,2.3,
C05C,V23D,46.7,2.4,
C05C,V23M,7.9,0.1,
C05C,V24A,87.5,1.7,
C05C,V25A,81.1,1.9,
C05C,V26A,86.8,1.7,
C05C,V27A,48.2,2.1,
C05C,V28A,80.5,1.8,
C05C,V29A,79.4,1.9,
C05C,V30A,83.5,1.8,
C06A,V00T,15.2,0.9,
C06A,V01A,24.2,2.7,
C06A,V01B,15.7,2.6,
C06A,V01C,23.4,2.6,
C06A,V01D,10.4,2.1,
C06A,V01E,26.4,3,
C06A,V01M,7.6,0.1,
C06A,V02A,17.2,2.5,
C06A,V02B,17.6,2.2,
C06A,V02C,23.5,2.9,
C06A,V02D,12.3,2,
C06A,V02E,29.3,3.2,
C06A,V02M,8,0.1,
C06A,V03A,21.7,2.4,
C06A,V03B,16,2.6,
C06A,V03C,28.9,3.3,
C06A,V03D,12.5,2,
C06A,V03E,20.9,2.8,
C06A,V03M,7.7,0.1,
C06A,V04A,17,2.5,
C06A,V04B,32.2,3.3,
C06A,V04C,40.8,3,
C06A,V04D,10,1.7,
C06A,V05A,11,2.4,
C06A,V05B,29.2,2.9,
C06A,V05C,34.8,2.8,
C06A,V05D,25.1,3,
C06A,V06A,55.9,3.5,
C06A,V07A,86,2.1,
C06A,V08A,49.6,5.2,
C06A,V09A,62.8,4.1,
C06A,V10A,12.7,2.5,
C06A,V11A,80,2.4,
C06A,V11B,5.5,1.2,
C06A,V11C,7.5,1.8,
C06A,V11D,2.1,0.8,*
C06A,V11E,4.8,1.4,
C06A,V11M,3.2,0.2,
C06A,V12A,63.2,3.7,
C06A,V13A,73.2,3.3,
C06A,V14A,71.9,3.3,
C06A,V15A,66.2,2.9,
C06A,V16A,66.2,3.4,
C06A,V16B,18.5,2.5,
C06A,V16C,11,2.2,
C06A,V16D,4.3,1.3,*
C06A,V17A,16.7,2.3,
C06A,V17B,31.3,3.1,
C06A,V17C,41.3,3.4,
C06A,V17D,10.6,1.9,
C06A,V17M,6.2,0.1,
C06A,V18A,19.2,2.3,
C06A,V18B,29.6,3,
C06A,V18C,30.9,2.5,
C06A,V18D,20.3,2.8,
C06A,V18M,6.3,0.2,
C06A,V19A,13.8,2.4,
C06A,V19B,27.5,3.1,
C06A,V19C,38,3.2,
C06A,V19D,20.7,2.6,
C06A,V19M,6.7,0.2,
C06A,V20A,18.2,2.5,
C06A,V20B,24,3,
C06A,V20C,35,3.4,
C06A,V20D,22.9,2.8,
C06A,V20M,6.6,0.2,
C06A,V21A,45.2,3,
C06A,V21B,34.5,3.5,
C06A,V21C,16,2.6,
C06A,V21D,4.3,1.5,*
C06A,V21M,4.5,0.1,
C06A,V22A,34.4,3.5,
C06A,V22B,34.4,3.1,
C06A,V22C,22.9,3.1,
C06A,V22D,8.2,2,
C06A,V22M,5.1,0.2,
C06A,V23A,10.7,2.2,
C06A,V23B,15.2,2.3,
C06A,V23C,32.4,3.1,
C06A,V23D,41.7,3.3,
C06A,V23M,7.5,0.2,
C06A,V24A,86.7,2,
C06A,V25A,81.6,2.7,
C06A,V26A,85.7,2.1,
C06A,V27A,52.1,3.1,
C06A,V28A,78.3,2.4,
C06A,V29A,80.5,2.9,
C06A,V30A,84.1,2.6,
C06B,V00T,45.7,1.2,
C06B,V01A,19.3,1.5,
C06B,V01B,19.8,1.5,
C06B,V01C,30.2,1.8,
C06B,V01D,13.5,1.6,
C06B,V01E,17.2,1.7,
C06B,V01M,7.7,0.1,
C06B,V02A,15.2,1.4,
C06B,V02B,17.1,1.3,
C06B,V02C,29.5,2,
C06B,V02D,15.8,1.4,
C06B,V02E,22.4,1.8,
C06B,V02M,8,0.1,
C06B,V03A,18.2,1.6,
C06B,V03B,18.3,1.4,
C06B,V03C,31,1.8,
C06B,V03D,14.3,1.5,
C06B,V03E,18.2,1.6,
C06B,V03M,7.8,0.1,
C06B,V04A,11.3,1.3,
C06B,V04B,28.9,2,
C06B,V04C,44.8,2.3,
C06B,V04D,15.1,1.7,
C06B,V05A,15.6,1.6,
C06B,V05B,38.5,2,
C06B,V05C,31.7,1.9,
C06B,V05D,14.2,1.4,
C06B,V06A,61.7,1.9,
C06B,V07A,85.9,1.2,
C06B,V08A,52.2,3.2,
C06B,V09A,71.8,1.9,
C06B,V10A,16.1,1.5,
C06B,V11A,81,1.6,
C06B,V11B,7.3,1.1,
C06B,V11C,5.7,1,
C06B,V11D,2.2,0.6,
C06B,V11E,3.7,1,
C06B,V11M,3.3,0.1,
C06B,V12A,60.3,2.5,
C06B,V13A,78.2,1.8,
C06B,V14A,74.9,2,
C06B,V15A,79.9,1.8,
C06B,V16A,60.1,2,
C06B,V16B,22.1,1.7,
C06B,V16C,14.2,1.4,
C06B,V16D,3.6,0.7,
C06B,V17A,10.4,1.3,
C06B,V17B,27,1.7,
C06B,V17C,47.9,1.8,
C06B,V17D,14.8,1.6,
C06B,V17M,6.7,0.1,
C06B,V18A,12.9,1.4,
C06B,V18B,25.4,2.1,
C06B,V18C,39,2.1,
C06B,V18D,22.8,1.9,
C06B,V18M,6.8,0.1,
C06B,V19A,9.5,1.2,
C06B,V19B,26,1.9,
C06B,V19C,45,1.9,
C06B,V19D,19.4,1.8,
C06B,V19M,6.9,0.1,
C06B,V20A,13.1,1.3,
C06B,V20B,22.8,1.6,
C06B,V20C,41,1.9,
C06B,V20D,23.1,2.1,
C06B,V20M,6.9,0.1,
C06B,V21A,40,2,
C06B,V21B,35.9,1.8,
C06B,V21C,19.1,1.4,
C06B,V21D,5,1,
C06B,V21M,4.8,0.1,
C06B,V22A,26.3,1.8,
C06B,V22B,34.4,2.1,
C06B,V22C,30.1,1.8,
C06B,V22D,9.2,1.3,
C06B,V22M,5.6,0.1,
C06B,V23A,6.7,1.1,
C06B,V23B,12.7,1.4,
C06B,V23C,37.2,2,
C06B,V23D,43.4,1.8,
C06B,V23M,7.8,0.1,
C06B,V24A,86.2,1.3,
C06B,V25A,83.3,1.4,
C06B,V26A,87,1.2,
C06B,V27A,54.8,2.2,
C06B,V28A,82.1,1.3,
C06B,V29A,81.4,1.5,
C06B,V30A,84.5,1.5,
C06C,V00T,13.1,0.8,
C06C,V01A,17.5,2.7,
